name,id,nametype,type,class,group,mass (g),fall,year,reclat,reclong,GeoLocation
Asuka 87214,2571,Valid,Stony,Ordinary,H5,139.2,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87215,2572,Valid,Stony,Ordinary,H5,54.08,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87216,2573,Valid,Stony,Ordinary,H3.7,65.93,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87217,2574,Valid,Stony,Ordinary,L6,63,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87218,2575,Valid,Stony,Ordinary,H6,18.12,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87219,2576,Valid,Stony,Ordinary,H4,68.03,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87220,2577,Valid,Stony,Ordinary,L3,162.89,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87221,2578,Valid,Stony,Ordinary,L3,63.28,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87222,2579,Valid,Stony,Ordinary,L3,224.45,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87223,2580,Valid,Stony,Ordinary,L6,12.05,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87224,2581,Valid,Stony,Ordinary,L6,97.09,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87225,2582,Valid,Stony,Ordinary,LL3.8,51.62,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87226,2583,Valid,Stony,Ordinary,H4,134.19,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87227,2584,Valid,Stony,Ordinary,H5,30.09,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87229,2586,Valid,Stony,Ordinary,L6,93.46,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87231,2588,Valid,Stony,Ordinary,H6,28.53,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87232,2589,Valid,Stony,Ordinary,H4,451.34,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87233,2590,Valid,Stony,Ordinary,H4,569.95,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87234,2591,Valid,Stony,Ordinary,H4,151.9,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87240,2597,Valid,Stony,Ordinary,H4,29.68,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87241,2598,Valid,Stony,Ordinary,L6,797.69,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87242,2599,Valid,Stony,Ordinary,H5,618.53,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87243,2600,Valid,Stony,Ordinary,L6,428.66,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87244,2601,Valid,Stony,Ordinary,H6,115.03,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87245,2602,Valid,Stony,Ordinary,L6,97.65,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87246,2603,Valid,Stony,Ordinary,L6,288.38,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87247,2604,Valid,Stony,Ordinary,L3,14.16,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87250,2607,Valid,Stony,Ordinary,LL3.6,181.2,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87251,2608,Valid,Stony,Ordinary,LL6,46000,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87254,2611,Valid,Stony,Ordinary,H6,21.33,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87255,2612,Valid,Stony,Ordinary,H6,20.53,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87257,2614,Valid,Stony,Ordinary,L6,28.27,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87258,2615,Valid,Stony,Ordinary,L6,120.56,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87259,2616,Valid,Stony,Ordinary,LL3,17.91,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87260,2617,Valid,Stony,Ordinary,L6,770.11,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87261,2618,Valid,Stony,Ordinary,LL3,20.17,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87262,2619,Valid,Stony,Ordinary,H6,68.97,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87264,2621,Valid,Stony,Ordinary,H5,221.43,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87265,2622,Valid,Stony,Ordinary,L3,18.24,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87266,2623,Valid,Stony,Ordinary,L6,28.65,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87268,2625,Valid,Stony,Ordinary,H6,10.24,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87270,2627,Valid,Stony,Ordinary,L6,25.7,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87271,2628,Valid,Stony,Ordinary,L6,16.44,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87272,2629,Valid,Stony,Achondrites,Eucrite-mmict,5706,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87274,2631,Valid,Stony,Ordinary,H3.6,244.45,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87275,2632,Valid,Stony,Ordinary,H5,572.32,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87277,2634,Valid,Stony,Ordinary,H3.7,250.02,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87278,2635,Valid,Stony,Ordinary,H3.7,176,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87279,2636,Valid,Stony,Ordinary,H5,88.22,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87281,2638,Valid,Stony,Ordinary,H4,34.68,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87282,2639,Valid,Stony,Ordinary,H4,52.61,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87283,2640,Valid,Stony,Ordinary,H3.6,123.35,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87284,2641,Valid,Stony,Ordinary,H5,34.33,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87286,2643,Valid,Stony,Ordinary,H3.6,61.25,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87287,2644,Valid,Stony,Ordinary,H3,47.1,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87288,2645,Valid,Stony,Ordinary,H4,21.26,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87289,2646,Valid,Stony,Ordinary,H3,46.79,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87290,2647,Valid,Stony,Ordinary,H5,20.64,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87291,2648,Valid,Stony,Ordinary,H5,154.59,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87292,2649,Valid,Stony,Ordinary,H5,11.85,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87296,2653,Valid,Stony,Ordinary,H3,17.64,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87299,2656,Valid,Stony,Ordinary,H3,14.79,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87300,2657,Valid,Stony,Ordinary,H3,27.87,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87307,2664,Valid,Stony,Ordinary,H4,59.37,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87308,2665,Valid,Stony,Ordinary,H5,6060,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87309,2666,Valid,Stony,Ordinary,L6,189.36,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87310,2667,Valid,Stony,Ordinary,H4,13.6,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87311,2668,Valid,Stony,Ordinary,H4,101.42,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87312,2669,Valid,Stony,Ordinary,L4,509.58,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87313,2670,Valid,Stony,Ordinary,L6,32.56,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87315,2672,Valid,Stony,Ordinary,H4,19.71,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87316,2673,Valid,Stony,Ordinary,H6,24.98,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87317,2674,Valid,Stony,Ordinary,H6,211.13,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87318,2675,Valid,Stony,Ordinary,L3,172.2,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87319,2676,Valid,Stony,Ordinary,L3.1,650.84,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87320,2677,Valid,Stony,Ordinary,H5,381.64,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87321,2678,Valid,Stony,Ordinary,L6,114.88,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87322,2679,Valid,Stony,Ordinary,H5,65.38,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87323,2680,Valid,Stony,Ordinary,H5,169.33,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87324,2681,Valid,Stony,Ordinary,H3,24.58,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87325,2682,Valid,Stony,Ordinary,H5,270.36,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87326,2683,Valid,Stony,Ordinary,H5,150.84,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87327,2684,Valid,Stony,Ordinary,L6,88.9,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87328,2685,Valid,Stony,Ordinary,H4,544.26,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87329,2686,Valid,Stony,Ordinary,H4,203.2,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87330,2687,Valid,Stony,Ordinary,H4,467.39,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87331,2688,Valid,Stony,Ordinary,H5,914.24,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87332,2689,Valid,Stony,Ordinary,H4,483.25,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87333,2690,Valid,Stony,Ordinary,H4,187.2,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87334,2691,Valid,Stony,Ordinary,H4,637.91,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87335,2692,Valid,Stony,Ordinary,H4,38.72,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87336,2693,Valid,Stony,Ordinary,H4,386.8,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87337,2694,Valid,Stony,Ordinary,L5,2642,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87338,2695,Valid,Stony,Ordinary,H4,524.72,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87339,2696,Valid,Stony,Ordinary,H4,1103.15,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87340,2697,Valid,Stony,Ordinary,H4,127.46,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87341,2698,Valid,Stony,Ordinary,H4,514.79,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87342,2699,Valid,Stony,Ordinary,H4,417.49,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87344,2701,Valid,Stony,Carbonaceous,CV3,22.18,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87345,2702,Valid,Stony,Ordinary,H4,73.78,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87346,2703,Valid,Stony,Carbonaceous,CO3.3,132.11,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87347,2704,Valid,Stony,Ordinary,L6,19.59,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87349,2706,Valid,Stony,Ordinary,H5,19.36,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87350,2707,Valid,Stony,Ordinary,H5,1268.84,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Belgica 7901,4998,Valid,Stony,Ordinary,L6,3.58,Found,1979-01-01,-72.58333,31.25,"(-72.583330, 31.250000)"
Belgica 7902,4999,Valid,Stony,Ordinary,L6,13.66,Found,1979-01-01,-72.58333,31.25,"(-72.583330, 31.250000)"
Belgica 7903,5000,Valid,Stony,Ordinary,L4,185.3,Found,1979-01-01,-72.58333,31.25,"(-72.583330, 31.250000)"
Belgica 7904,5001,Valid,Stony,Carbonaceous,C2-ung,1234,Found,1979-01-01,-72.58333,31.25,"(-72.583330, 31.250000)"
Belgica 7905,5002,Valid,Stony,Ordinary,L6,5.01,Found,1979-01-01,-72.58333,31.25,"(-72.583330, 31.250000)"
Miller Butte 03003,16650,Valid,Stony,Ordinary,H3,11.7,Found,2003-01-01,-72.67,160.24272,"(-72.670000, 160.242720)"
Miller Butte 01001,16647,Valid,Stony,Ordinary,L5,6260,Found,2001-01-01,-72.68417,161.31583,"(-72.684170, 161.315830)"
Miller Butte 03002,16649,Valid,Iron,Achondrites,"Iron, IID",82.7,Found,2003-01-01,-72.69358,160.26831,"(-72.693580, 160.268310)"
Miller Butte 03001,16648,Valid,Stony,Ordinary,H6,41.3,Found,2003-01-01,-72.70225,160.33747,"(-72.702250, 160.337470)"
Grove Mountains 053492,48437,Valid,Stony,Ordinary,L4,240,Found,2006-01-01,-72.7675,75.318056,"(-72.767500, 75.318056)"
Grove Mountains 053979,48487,Valid,Stony,Ordinary,L5,5.07,Found,2006-01-01,-72.7675,75.418611,"(-72.767500, 75.418611)"
Grove Mountains 053132,46495,Valid,Stony,Ordinary,H5,2.5,Found,2006-01-01,-72.76944,75.3375,"(-72.769440, 75.337500)"
Grove Mountains 053128,50503,Valid,Stony,Ordinary,L5,3.26,Found,2006-01-01,-72.76944,75.3375,"(-72.769440, 75.337500)"
Grove Mountains 052232,50380,Valid,Stony,Ordinary,L6,0.51,Found,2006-01-01,-72.77111,75.33806,"(-72.771110, 75.338060)"
Grove Mountains 052222,48286,Valid,Stony,Ordinary,L5,0.76,Found,2006-01-01,-72.771111,75.338056,"(-72.771111, 75.338056)"
Grove Mountains 052082,46966,Valid,Stony,Ordinary,L6,20.35,Found,2006-01-01,-72.77139,75.34111,"(-72.771390, 75.341110)"
Grove Mountains 053978,48486,Valid,Stony,Ordinary,LL6,7.08,Found,2006-01-01,-72.771667,75.325278,"(-72.771667, 75.325278)"
Grove Mountains 052131,50369,Valid,Stony,Ordinary,L6,12.47,Found,2006-01-01,-72.77168,75.33,"(-72.771680, 75.330000)"
Grove Mountains 053016,46491,Valid,Stony,Ordinary,H6,1.68,Found,2006-01-01,-72.77194,75.3325,"(-72.771940, 75.332500)"
Grove Mountains 052156,46474,Valid,Stony,Ordinary,L6,4.27,Found,2006-01-01,-72.77194,75.34472,"(-72.771940, 75.344720)"
Grove Mountains 052167,50371,Valid,Stony,Ordinary,H6,0.5,Found,2006-01-01,-72.77194,75.34472,"(-72.771940, 75.344720)"
Grove Mountains 052159,48279,Valid,Stony,Ordinary,L6,1.2,Found,2006-01-01,-72.771944,75.344722,"(-72.771944, 75.344722)"
Grove Mountains 052163,48281,Valid,Stony,Ordinary,H5,0.77,Found,2006-01-01,-72.771944,75.344722,"(-72.771944, 75.344722)"
Grove Mountains 022344,49986,Valid,Stony,Ordinary,L6,0.47,Found,2003-01-01,-72.7722,75.3389,"(-72.772200, 75.338900)"
Grove Mountains 022317,49980,Valid,Stony,Ordinary,L6,13.41,Found,2003-01-01,-72.77222,75.34,"(-72.772220, 75.340000)"
Grove Mountains 052115,48271,Valid,Stony,Ordinary,L6,440,Found,2006-01-01,-72.772222,75.336111,"(-72.772222, 75.336111)"
Grove Mountains 052214,48284,Valid,Stony,Ordinary,L4,1.76,Found,2006-01-01,-72.7725,75.346667,"(-72.772500, 75.346667)"
Grove Mountains 052216,48285,Valid,Stony,Ordinary,L6,0.95,Found,2006-01-01,-72.7725,75.346667,"(-72.772500, 75.346667)"
Grove Mountains 052207,50377,Valid,Stony,Ordinary,L5,5.13,Found,2006-01-01,-72.7725,75.34667,"(-72.772500, 75.346670)"
Grove Mountains 052211,50378,Valid,Stony,Ordinary,L5,2.21,Found,2006-01-01,-72.7725,75.34667,"(-72.772500, 75.346670)"
Grove Mountains 052215,50379,Valid,Stony,Ordinary,L6,2.23,Found,2006-01-01,-72.7725,75.34667,"(-72.772500, 75.346670)"
Grove Mountains 052079,50360,Valid,Stony,Ordinary,H5,30.76,Found,2006-01-01,-72.77264,75.3422,"(-72.772640, 75.342200)"
Grove Mountains 021665,47836,Valid,Stony,Ordinary,H6,1.29,Found,2003-01-01,-72.772778,75.337778,"(-72.772778, 75.337778)"
Grove Mountains 022327,47951,Valid,Stony,Ordinary,L6,0.69,Found,2003-01-01,-72.772778,75.340278,"(-72.772778, 75.340278)"
Grove Mountains 022343,47954,Valid,Stony,Ordinary,L6,0.61,Found,2003-01-01,-72.772778,75.355278,"(-72.772778, 75.355278)"
Grove Mountains 052134,50370,Valid,Stony,Ordinary,L6,11.83,Found,2006-01-01,-72.77278,75.32944,"(-72.772780, 75.329440)"
Grove Mountains 022405,49999,Valid,Stony,Ordinary,L5,6.38,Found,2003-01-01,-72.77278,75.33139,"(-72.772780, 75.331390)"
Grove Mountains 022346,49987,Valid,Stony,Ordinary,L6,0.44,Found,2003-01-01,-72.77278,75.33333,"(-72.772780, 75.333330)"
Grove Mountains 021643,46776,Valid,Stony,Ordinary,L4,12.81,Found,2003-01-01,-72.77278,75.34556,"(-72.772780, 75.345560)"
Grove Mountains 021658,49854,Valid,Stony,Ordinary,L6,1.72,Found,2003-01-01,-72.77278,75.35,"(-72.772780, 75.350000)"
Grove Mountains 022526,50030,Valid,Stony,Ordinary,H5,1.5,Found,2003-01-01,-72.7728,75.3186,"(-72.772800, 75.318600)"
Grove Mountains 052185,50373,Valid,Stony,Ordinary,L6,1.39,Found,2006-01-01,-72.77299,75.3382,"(-72.772990, 75.338200)"
Grove Mountains 022527,47989,Valid,Stony,Ordinary,H6,1.17,Found,2003-01-01,-72.773056,75.323611,"(-72.773056, 75.323611)"
Grove Mountains 052183,48282,Valid,Stony,Ordinary,L6,1.84,Found,2006-01-01,-72.773056,75.338056,"(-72.773056, 75.338056)"
Grove Mountains 023149,48083,Valid,Stony,Ordinary,L6,603.7,Found,2003-01-01,-72.773056,75.338056,"(-72.773056, 75.338056)"
Grove Mountains 054005,48492,Valid,Stony,Ordinary,L6,0.96,Found,2006-01-01,-72.773056,75.339167,"(-72.773056, 75.339167)"
Grove Mountains 054066,48497,Valid,Stony,Ordinary,H6,0.94,Found,2006-01-01,-72.773056,75.339167,"(-72.773056, 75.339167)"
Grove Mountains 054133,48500,Valid,Stony,Ordinary,L6,1.29,Found,2006-01-01,-72.773056,75.339167,"(-72.773056, 75.339167)"
Grove Mountains 054235,48505,Valid,Stony,Ordinary,L6,0.83,Found,2006-01-01,-72.773056,75.339167,"(-72.773056, 75.339167)"
Grove Mountains 054248,48508,Valid,Stony,Ordinary,H5,1.33,Found,2006-01-01,-72.773056,75.339167,"(-72.773056, 75.339167)"
Grove Mountains 054311,48513,Valid,Stony,Ordinary,L6,1.45,Found,2006-01-01,-72.773056,75.339167,"(-72.773056, 75.339167)"
Grove Mountains 054333,48516,Valid,Stony,Ordinary,L6,76.41,Found,2006-01-01,-72.773056,75.339444,"(-72.773056, 75.339444)"
Grove Mountains 021947,47884,Valid,Stony,Ordinary,H4,7.87,Found,2003-01-01,-72.773056,75.340278,"(-72.773056, 75.340278)"
Grove Mountains 021948,47885,Valid,Stony,Ordinary,L6,8,Found,2003-01-01,-72.773056,75.340556,"(-72.773056, 75.340556)"
Grove Mountains 021952,47886,Valid,Stony,Ordinary,L6,3.5,Found,2003-01-01,-72.773056,75.341667,"(-72.773056, 75.341667)"
Grove Mountains 021953,47887,Valid,Stony,Ordinary,H6,3.26,Found,2003-01-01,-72.773056,75.341944,"(-72.773056, 75.341944)"
Grove Mountains 021954,47888,Valid,Stony,Ordinary,L6,4.57,Found,2003-01-01,-72.773056,75.342222,"(-72.773056, 75.342222)"
Grove Mountains 021957,47889,Valid,Stony,Ordinary,L6,4.15,Found,2003-01-01,-72.773056,75.343056,"(-72.773056, 75.343056)"
Grove Mountains 021958,47890,Valid,Stony,Ordinary,L6,3.26,Found,2003-01-01,-72.773056,75.343333,"(-72.773056, 75.343333)"
Grove Mountains 021965,47891,Valid,Stony,Ordinary,L6,4.12,Found,2003-01-01,-72.773056,75.345278,"(-72.773056, 75.345278)"
Grove Mountains 022407,47971,Valid,Stony,Ordinary,L6,25.99,Found,2003-01-01,-72.773056,75.350833,"(-72.773056, 75.350833)"
Grove Mountains 021653,49853,Valid,Stony,Ordinary,H4,1,Found,2003-01-01,-72.77306,75.315,"(-72.773060, 75.315000)"
Grove Mountains 052049,44887,Valid,Stony,Ordinary,L5,96.7,Found,2006-01-01,-72.77306,75.33556,"(-72.773060, 75.335560)"
Grove Mountains 052173,46475,Valid,Stony,Ordinary,H6,7.76,Found,2006-01-01,-72.77306,75.33806,"(-72.773060, 75.338060)"
Grove Mountains 052175,46476,Valid,Stony,Ordinary,L6,4.37,Found,2006-01-01,-72.77306,75.33806,"(-72.773060, 75.338060)"
Grove Mountains 052174,46968,Valid,Stony,Ordinary,L6,5.25,Found,2006-01-01,-72.77306,75.33806,"(-72.773060, 75.338060)"
Grove Mountains 052179,50372,Valid,Stony,Ordinary,H5 ,1.78,Found,2006-01-01,-72.77306,75.33806,"(-72.773060, 75.338060)"
Grove Mountains 052187,50374,Valid,Stony,Ordinary,L5,1.81,Found,2006-01-01,-72.77306,75.33806,"(-72.773060, 75.338060)"
Grove Mountains 052189,50375,Valid,Stony,Ordinary,H5,1.57,Found,2006-01-01,-72.77306,75.33806,"(-72.773060, 75.338060)"
Grove Mountains 052204,50376,Valid,Stony,Ordinary,H5,0.51,Found,2006-01-01,-72.77306,75.33806,"(-72.773060, 75.338060)"
Grove Mountains 022443,46606,Valid,Stony,Ordinary,L5,720.9,Found,2003-01-01,-72.77306,75.33917,"(-72.773060, 75.339170)"
Grove Mountains 022444,46607,Valid,Stony,Ordinary,L5,679.2,Found,2003-01-01,-72.77306,75.33917,"(-72.773060, 75.339170)"
Grove Mountains 022445,46899,Valid,Stony,Ordinary,L6,115.76,Found,2003-01-01,-72.77306,75.33917,"(-72.773060, 75.339170)"
Grove Mountains 022446,46900,Valid,Stony,Ordinary,L5,97.22,Found,2003-01-01,-72.77306,75.33917,"(-72.773060, 75.339170)"
Grove Mountains 022447,46901,Valid,Stony,Ordinary,L6,81.16,Found,2003-01-01,-72.77306,75.33917,"(-72.773060, 75.339170)"
Grove Mountains 022448,46902,Valid,Stony,Ordinary,L5,62.35,Found,2003-01-01,-72.77306,75.33917,"(-72.773060, 75.339170)"
Grove Mountains 022449,46903,Valid,Stony,Ordinary,L6,31.93,Found,2003-01-01,-72.77306,75.33917,"(-72.773060, 75.339170)"
Grove Mountains 022450,46904,Valid,Stony,Ordinary,L5,27.11,Found,2003-01-01,-72.77306,75.33917,"(-72.773060, 75.339170)"
Grove Mountains 022451,46905,Valid,Stony,Ordinary,H6,18.53,Found,2003-01-01,-72.77306,75.33944,"(-72.773060, 75.339440)"
Grove Mountains 021951,49917,Valid,Stony,Ordinary,H4 ,5.56,Found,2003-01-01,-72.77306,75.34139,"(-72.773060, 75.341390)"
Grove Mountains 052081,50362,Valid,Stony,Ordinary,L6,29.65,Found,2006-01-01,-72.77306,75.34222,"(-72.773060, 75.342220)"
Grove Mountains 021955,49918,Valid,Stony,Ordinary,L6,3.97,Found,2003-01-01,-72.77306,75.3425,"(-72.773060, 75.342500)"
Grove Mountains 021962,49920,Valid,Stony,Ordinary,L6,2.42,Found,2003-01-01,-72.77306,75.34444,"(-72.773060, 75.344440)"
Grove Mountains 021963,49921,Valid,Stony,Ordinary,L5,2.44,Found,2003-01-01,-72.77306,75.34472,"(-72.773060, 75.344720)"
Grove Mountains 021964,49922,Valid,Stony,Ordinary,H5,2.13,Found,2003-01-01,-72.77306,75.345,"(-72.773060, 75.345000)"
Grove Mountains 021659,49855,Valid,Stony,Ordinary,H5 ,8.03,Found,2003-01-01,-72.77306,75.34583,"(-72.773060, 75.345830)"
Grove Mountains 022531,50031,Valid,Stony,Ordinary,H5,1.08,Found,2003-01-01,-72.7731,75.3247,"(-72.773100, 75.324700)"
Grove Mountains 021946,49916,Valid,Stony,Ordinary,L5,8.21,Found,2003-01-01,-72.7731,75.34,"(-72.773100, 75.340000)"
Grove Mountains 021959,49919,Valid,Stony,Ordinary,L5,3.42,Found,2003-01-01,-72.7731,75.3436,"(-72.773100, 75.343600)"
Grove Mountains 022426,50008,Valid,Stony,Ordinary,L5,0.97,Found,2003-01-01,-72.7731,75.3553,"(-72.773100, 75.355300)"
Grove Mountains 023052,50122,Valid,Stony,Ordinary,H4,0.59,Found,2003-01-01,-72.7733,75.3264,"(-72.773300, 75.326400)"
Grove Mountains 022578,50038,Valid,Stony,Ordinary,H5,0.59,Found,2003-01-01,-72.7733,75.3369,"(-72.773300, 75.336900)"
Grove Mountains 023226,50150,Valid,Stony,Ordinary,H5,0.6,Found,2003-01-01,-72.7733,75.3386,"(-72.773300, 75.338600)"
Grove Mountains 022543,50032,Valid,Stony,Ordinary,H4,3.12,Found,2003-01-01,-72.77333,75.31556,"(-72.773330, 75.315560)"
Grove Mountains 023035,50118,Valid,Stony,Ordinary,L6 ,0.69,Found,2003-01-01,-72.77333,75.32194,"(-72.773330, 75.321940)"
Grove Mountains 021788,30712,Valid,Stony,Primitive Achondrites,Ureilite,24.9,Found,2003-01-01,-72.77333,75.32222,"(-72.773330, 75.322220)"
Grove Mountains 023037,50119,Valid,Stony,Ordinary,H5,0.56,Found,2003-01-01,-72.77333,75.32222,"(-72.773330, 75.322220)"
Grove Mountains 023046,50120,Valid,Stony,Ordinary,L5,0.56,Found,2003-01-01,-72.77333,75.32472,"(-72.773330, 75.324720)"
Grove Mountains 023047,50121,Valid,Stony,Ordinary,H6,0.64,Found,2003-01-01,-72.77333,75.325,"(-72.773330, 75.325000)"
Grove Mountains 052132,46472,Valid,Stony,Ordinary,L6,16.86,Found,2006-01-01,-72.77333,75.32583,"(-72.773330, 75.325830)"
Grove Mountains 022452,46906,Valid,Stony,Ordinary,L6,21.25,Found,2003-01-01,-72.77333,75.32861,"(-72.773330, 75.328610)"
Grove Mountains 022453,46907,Valid,Stony,Ordinary,L6,16.27,Found,2003-01-01,-72.77333,75.32861,"(-72.773330, 75.328610)"
